placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
223-222@5qc-zyy-66k,zzy-222@5qc-zyy-66k,Delicate Beauty Studio,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,41.087949,-112.047273,1089 W 1700 S Ste G,Syracuse,UT,84075,US,+18018252200,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }","Eyelash Services,Permanent Makeup",,,2019-07-01,POLYGON
223-222@5qd-22w-9s5,,Wee Care Pediatrics,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.160207,-112.063767,5682 S 3500 W,Roy,UT,84067,US,+18017738644,,Pediatricians,,,2019-07-01,POLYGON
223-222@5qd-2h9-g49,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.223895,-112.026224,2355 S 1900 W,West Haven,UT,84401,US,+18013990848,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
223-222@5qd-3pv-5mk,,Sherwin-Williams,SG_BRAND_739edde2613c107f7930d838af736899,Sherwin-Williams,Building Material and Supplies Dealers,Paint and Wallpaper Stores,444120,40.883148,-111.891776,555 S 500 W,Bountiful,UT,84010,US,+18012922474,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""10:00"", ""16:00""]] }",Paint Store,,,2019-07-01,POLYGON
223-223@5qc-zyc-85f,,Terry Emmons DVM Heartsong Spay Neuter Clinic,"","","Other Professional, Scientific, and Technical Services",Veterinary Services,541940,41.104268,-112.01822,600 S State St,Clearfield,UT,84015,US,+18016145252,"{ ""Mon"": [], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [[""7:30"", ""12:00""]], ""Sun"": [] }","Pet Boarding,Pet Sitting,Pet Training",,,2019-07-01,POLYGON
223-225@5qc-zzy-dd9,,Zachary C Holbrook P C,"","","Justice, Public Order, and Safety Activities",Courts,922110,41.179905,-111.948564,4590 Harrison Blvd,Ogden,UT,84403,US,+18013174764,,"",,,2019-07-01,POLYGON
224-222@5qd-2fq-qxq,227-223@5qd-2fq-tgk,CosmoProf,SG_BRAND_a93e2c2206ef28d35a9d8a0da71b9d5c,CosmoProf,"Machinery, Equipment, and Supplies Merchant Wholesalers",Service Establishment Equipment and Supplies Merchant Wholesalers,423850,41.24468,-111.968079,470 12th St,Ogden,UT,84404,US,+18014760237,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [[""12:00"", ""16:00""]] }","",,,2020-01-22,POLYGON
224-223@5qd-2fs-3wk,,Tear A Part,"","",Waste Management and Remediation Services,,562,41.243646,-111.996906,763 W 12th St,Marriott-Slaterville,UT,84404,US,+18016399105,"{ ""Mon"": [[""8:30"", ""16:30""]], ""Tue"": [[""8:30"", ""16:30""]], ""Wed"": [[""8:30"", ""16:30""]], ""Thu"": [[""8:30"", ""16:30""]], ""Fri"": [[""8:30"", ""16:30""]], ""Sat"": [[""8:00"", ""16:30""]], ""Sun"": [[""9:00"", ""16:00""]] }",Recycling Center,,,2019-07-01,POLYGON
225-222@5qc-zzt-5zz,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,41.157793,-111.939132,5790 Harrison Blvd,South Ogden,UT,84403,US,+18014761195,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Auto Insurance,Business Financing,Commercial Real Estate,Pet Insurance",,,2019-07-01,POLYGON
225-222@5qc-zzy-6rk,,iNcisioN Piercing Legacy tattoo,"","",Personal Care Services,Other Personal Care Services,812199,41.185499,-111.947711,1250 E 4275 S,Ogden,UT,84403,US,,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }","Eyelash Services,Piercing,Tattoo",,,2019-07-01,POLYGON
225-222@5qd-2h4-59f,,Utah Mattress Outlet,"","",Furniture Stores,Furniture Stores,442110,41.178271,-112.00469,1070 W Riverdale Rd,Riverdale,UT,84405,US,+18015135803,,Mattresses,,2020-01-15,2019-07-01,POLYGON
225-223@5qd-22t-9j9,,Wade Glen L DDS,"","",Offices of Dentists,Offices of Dentists,621210,41.170237,-112.026368,5139 S 1900 W,Roy,UT,84067,US,+18017737721,,Oral Surgeons,,,2019-07-01,POLYGON
225-223@5qd-2h7-w6k,,Union Station Fermentation,"","","Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,41.220975,-111.973886,274 25th St,Ogden,UT,84401,US,+18013929772,,Alcoholic Beverages,,,2019-07-01,POLYGON
226-222@5qc-zy2-psq,,Jimmy's Flower Shop,"","",Florists,Florists,453110,41.101768,-111.972729,2840 N Hill Field Rd,Layton,UT,84041,US,+18018969307,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
226-222@5qd-2fr-g8v,,Hollerin' Jalapenos,"","",Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.251951,-111.954939,916 7th St,Ogden,UT,84404,US,+18013990540,,Imported Food,,2020-01-15,2019-07-01,POLYGON
226-222@5qd-3pn-jd9,,EME Audio,"","",Electronics and Appliance Stores,Electronics Stores,443142,40.859486,-111.89912,520 E 1000 N,North Salt Lake,UT,84054,US,+18014254568,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""9:00"", ""15:00""]] }",Stereo Installation,,2020-01-15,2019-07-01,POLYGON
227-222@5qd-2dm-3dv,zzw-222@5qd-2dm-3wk,Sushi Monster,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.98272,-111.907482,935 W Westpromontory Ste G310,Farmington,UT,84025,US,+18014512880,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""12:00"", ""22:00""]] }","Japanese Food,Seafood,Sushi",,,2019-07-01,POLYGON
228-223@5qc-zyr-t5f,,Mountain Ridge Insurance Group,"","","Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,41.061704,-111.958027,101 N Fort Ln Ste 101A,Layton,UT,84041,US,+18018206402,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Auto Insurance,,,2019-07-01,POLYGON
22b-222@5qd-3pr-sh5,,Murder of Crows Tattoo,"","",Personal Care Services,Other Personal Care Services,812199,40.853598,-111.910481,640 N Main St Ste 225,North Salt Lake,UT,84054,US,+18015139160,,Tattoo,,,2019-07-01,POLYGON
22g-222@5qd-2fv-7kf,,Apartments at 457 Canyon Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.237454,-111.968334,457 Canyon Rd,Ogden,UT,84404,US,,,"",,,2019-07-01,POLYGON
22k-222@5qd-3pv-s89,,Bun Basket N Bakery,"","",Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.888671,-111.881058,96 S Main St Ste 100,Bountiful,UT,84010,US,+18012989756,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [] }","Bakery,Deli,Sandwich Shop",,,2019-07-01,POLYGON
23r-222@5qd-2h7-v9f,,Prime Lending,SG_BRAND_6092b0299211cb7e,Prime Lending,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,41.220539,-111.977793,143 25th St,Ogden,UT,84401,US,,,"Mortgage Broker,Mortgage Lender",,,2019-07-01,POLYGON
zzw-222@5qc-zy5-wp9,,Condos at 875 Depot St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.100256,-112.017168,875 S Depot St,Clearfield,UT,84015,US,,,"",,,2019-07-01,POLYGON
zzw-222@5qc-zzx-q2k,,Golden Jade,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.175465,-111.948719,4848 Harrison Blvd,Ogden,UT,84403,US,+18014750888,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [] }",Chinese Food,,,2019-07-01,POLYGON
zzw-222@5qd-22q-zzz,zzw-223@5qc-zyc-5s5,R Clair Palmer DDS Emergency Dentalcare,"","",Offices of Dentists,Offices of Dentists,621210,41.116569,-112.026462,183 N Main St,Clearfield,UT,84015,US,+18018969224,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",Endodontists,,,2019-07-01,POLYGON
zzw-222@5qd-2dm-whq,,Wasatch Physical Therapy Farmington,"","",Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,40.981267,-111.900494,42 N 650 W Ste A,Farmington,UT,84025,US,+18014479627,,Physical Therapy,,,2019-07-01,POLYGON
zzw-222@5qd-2fp-j5f,,The Church of Jesus Christ of Latter day Saints,"","",Religious Organizations,Religious Organizations,813110,41.252118,-111.987657,480 W 7th St,Ogden,UT,84404,US,+18016261084,,Churches,,,2019-07-01,POLYGON
zzw-222@5qd-2fp-kmk,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,41.263634,-111.970699,221 N Washington Blvd,Ogden,UT,84404,US,+18016121806,"{ ""Mon"": [[""0:01"", ""23:59""]], ""Tue"": [[""0:01"", ""23:59""]], ""Wed"": [[""0:01"", ""23:59""]], ""Thu"": [[""0:01"", ""23:59""]], ""Fri"": [[""0:01"", ""23:59""]], ""Sat"": [[""0:01"", ""23:59""]], ""Sun"": [[""0:01"", ""23:59""]] }","",,,2019-07-01,POLYGON
zzw-222@5qd-2ft-mp9,222-222@5qd-2ft-h5z,Trust Guard,"","",Building Equipment Contractors,,2382,41.230539,-111.974971,2036 Lincoln Ave Ste 104,Ogden,UT,84401,US,,,Security Systems,,,2019-07-01,POLYGON
zzw-222@5qd-2g7-tjv,zzw-224@5qd-2g7-jy9,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,41.206003,-111.949142,3195 Harrison Blvd,Ogden,UT,84403,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",Currency Exchange,,,2021-02-02,POLYGON
zzw-222@5qd-2gm-xkf,,Rockin' Reindeer Ranch,"","",Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990,41.226746,-112.079282,4127 W 2200 S,Ogden,UT,84401,US,+18016188341,,Ranch,,,2019-07-01,POLYGON
zzw-222@5qd-2kn-v2k,,Abundant Life Heating & Air Conditioning,"","","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,41.109323,-111.746839,2975 W Old Highway Rd,Morgan,UT,84050,US,+18014148170,,HVAC,,,2019-07-01,POLYGON
zzw-223@5qc-zym-k75,,7-Eleven,SG_BRAND_2e2448f12fc87fe452e9166153797a7f,7-Eleven,Grocery Stores,Convenience Stores,445120,41.037549,-111.945606,385 W 200 N,Kaysville,UT,84037,US,,,"Snacks,Sandwich Shop,Discount Store,Coffee Shop,Beverages",,,2019-07-01,POLYGON
zzw-223@5qd-22s-gzf,,T Nails,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,41.162421,-112.026769,1916 W 5600 S,Roy,UT,84067,US,,"{ ""Mon"": [[""9:30"", ""19:00""]], ""Tue"": [[""9:30"", ""19:00""]], ""Wed"": [[""9:30"", ""19:00""]], ""Thu"": [[""9:30"", ""19:00""]], ""Fri"": [[""9:30"", ""19:00""]], ""Sat"": [[""9:30"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }","",,,2019-07-01,POLYGON
zzw-223@5qd-22s-mhq,zzw-222@5qd-22s-mp9,America First,SG_BRAND_6b0cd1ce1bcee01a,America First,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,41.166483,-112.024145,5370 S 1900 W,Roy,UT,84067,US,,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }","Mortgage Broker,Mortgage Lender,Financial Advice,Auto Loans,Installment Loans",,,2019-07-01,POLYGON
zzw-224@5qc-wqv-swk,,Lee's North Salt Lake,"","",Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.854288,-111.93118,725 N Redwood Rd,North Salt Lake,UT,84054,US,,,International Grocery,,,2019-07-01,POLYGON
zzw-224@5qd-2dm-389,,Chip Cookies,"","",Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,40.985132,-111.911394,1060 W Park Ln Ste N104,Farmington,UT,84025,US,,,Dessert,,,2019-07-01,POLYGON
zzw-228@5qc-zyc-3t9,,Intersect Services,"","",Individual and Family Services,Services for the Elderly and Persons with Disabilities,624120,41.111391,-112.022569,189 S State St,Clearfield,UT,84015,US,+18012173273,"{ ""Mon"": [[""9:00"", ""15:00""]], ""Tue"": [[""9:00"", ""15:00""]], ""Wed"": [[""9:00"", ""15:00""]], ""Thu"": [[""9:00"", ""15:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
zzw-228@5qc-zzy-649,,Coldwell Banker,SG_BRAND_53a70ede37719e4c,Coldwell Banker,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,41.187055,-111.951652,1104 Country Hills Dr Ste 300,Ogden,UT,84403,US,+18014762800,,"",,,2020-12-09,POLYGON
zzy-222@5qc-zy3-mc5,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.089626,-111.97589,512 W Antelope Dr,Layton,UT,84041,US,+18018256259,"{ ""Mon"": [[""5:00"", ""20:00""]], ""Tue"": [[""5:00"", ""20:00""]], ""Wed"": [[""5:00"", ""20:00""]], ""Thu"": [[""5:00"", ""20:00""]], ""Fri"": [[""5:00"", ""20:00""]], ""Sat"": [[""5:00"", ""20:00""]], ""Sun"": [[""5:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Donut Shop,Coffee Shop",,2020-07-06,2019-07-01,POLYGON
zzy-222@5qc-zzj-2x5,,Day Farms,"","",Specialty Food Stores,Fruit and Vegetable Markets,445230,41.060538,-112.013161,2500 W Gentile St,Layton,UT,84041,US,+18015464316,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",Farmers Market,,,2019-07-01,POLYGON
zzy-222@5qd-2jd-sdv,,Jen Chapple Better Homes and Gardens Real Estate,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,41.289989,-112.026922,1812 N 2000th W Franklin Group,Farr West,UT,84404,US,+18016630143,"{ ""Mon"": [[""8:30"", ""21:00""]], ""Tue"": [[""8:30"", ""21:00""]], ""Wed"": [[""8:30"", ""21:00""]], ""Thu"": [[""8:30"", ""21:00""]], ""Fri"": [[""8:30"", ""21:00""]], ""Sat"": [[""8:30"", ""21:00""]], ""Sun"": [[""14:00"", ""21:00""]] }","",,,2019-07-01,POLYGON
zzy-222@5qd-3pr-y5f,,Quick Emissions,"","",Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops,811191,40.84857,-111.906203,3747 S U.s. 89,Bountiful,UT,84010,US,,,"",,,2019-07-01,POLYGON
zzy-223@5qc-zyv-p9z,,The Church of Jesus Christ of Latter day Saints,"","",Religious Organizations,Religious Organizations,813110,41.094111,-112.061534,1350 S 1800 W,Syracuse,UT,84075,US,+18017742170,,Churches,,,2019-07-01,POLYGON
zzy-223@5qc-zyy-9fz,,Rancheritos Mexican Food,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.089636,-112.042854,866 W Antelope Dr,Clearfield,UT,84015,US,+18018253444,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""6:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""6:00"", ""23:00""]] }",Mexican Food,,,2019-07-01,POLYGON
zzy-223@5qd-2g7-gzf,,Liquor Stores,"","","Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,41.209142,-111.94957,1156 Patterson St,Ogden,UT,84403,US,+18013941898,,Alcoholic Beverages,,,2019-07-01,POLYGON
zzy-228@5qd-2gz-7t9,,Sears Optical,"","",Offices of Other Health Practitioners,Offices of Optometrists,621320,41.1936,-111.982739,1000 Newgate Mall,Ogden,UT,84405,US,+18013932111,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""11:00"", ""17:00""]] }","Opticians,Optometrists",,2020-02-15,2019-07-01,POLYGON
zzz-222@5qc-zz4-qzz,,East Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.118913,-112.073091,330 N 2550 W,West Point,UT,84015,US,,,"",,,2019-07-01,POLYGON
222-222@5qc-zz3-jqf,,Del Taco,SG_BRAND_22445dbfa062276fb029fe9b9262b9ed,Del Taco,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.115649,-112.065,123 N 2000 W,West Point,UT,84015,US,+18015251189,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Mexican Food,Dinner",,,2019-07-01,POLYGON
222-222@5ws-k89-v9f,,Environmental Refrigeration Specialties Inc,"","","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,41.298077,-112.096036,4798 W 2200 N,Plain City,UT,84404,US,+18017326020,,"",,,2019-07-01,POLYGON
222-223@5qc-zy5-mrk,222-225@5qc-zy5-mrk,Hyperbaric and Wound Center,"","",Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,41.091201,-111.996915,2132 N Robins Dr,Layton,UT,84041,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
222-223@5qc-zyj-nnq,,Yummy CBD,"","",Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210,41.045351,-111.964416,1246 Flint Meadow Dr,Kaysville,UT,84037,US,,,"",,,2019-07-01,POLYGON
222-224@5ws-mx8-6kz,,Mountain Performance Massage,"","",Personal Care Services,Other Personal Care Services,812199,41.303173,-111.827565,2429 N Highway 158,Eden,UT,84310,US,+18016883006,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",Massage Therapy,,,2019-07-01,POLYGON
223-222@5qc-zys-7kf,,Annie's Main Street Floral,"","",Florists,Florists,453110,41.059965,-111.965605,15 S Main St,Layton,UT,84041,US,+18015445999,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
223-222@5qc-zz3-jqf,,Marco's Pizza,SG_BRAND_dfd09d2081eb0c5ee1430ff7e55b27fc,Marco's Pizza,Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.116191,-112.06511,185 N 2000 W,West Point,UT,84015,US,+18017746666,"{ ""Mon"": [[""10:00"", ""24:00""]], ""Tue"": [[""10:00"", ""24:00""]], ""Wed"": [[""10:00"", ""24:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""10:00"", ""22:00""]] }","Counter Service,Pizza,Lunch,Catering,Dinner",,,2019-07-01,POLYGON
223-222@5qd-3pw-5cq,zzy-222@5qd-3pw-5mk,Beans & Brews Coffeehouse,SG_BRAND_64be7449852a56cd,Beans & Brews Coffeehouse,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,40.885369,-111.892621,410 S 500 W,Bountiful,UT,84010,US,+18016838127,,"Brunch,Snacks,Counter Service,Breakfast,Smoothie & Juice Bar,Tea House,Coffee Shop",2021-04-21,,2019-07-01,POLYGON
223-222@5qd-3py-hh5,,Odyssey School,"","",Elementary and Secondary Schools,Elementary and Secondary Schools,611110,40.869629,-111.933407,2050 S 1955 W,Woods Cross,UT,84087,US,+18014020200,,"",,,2019-07-01,POLYGON
223-223@5qd-22m-94v,,MedVet Northern Utah,"","","Other Professional, Scientific, and Technical Services",Veterinary Services,541940,41.15078,-112.026527,2465 N Main St,Sunset,UT,84015,US,+18017768118,,Emergency Medicine,,,2019-07-01,POLYGON
223-223@5qd-2fp-wc5,,Ace Hardware,SG_BRAND_0042ddcf1dfda78309cac2609a8e56e0,Ace Hardware,Building Material and Supplies Dealers,Hardware Stores,444130,41.260298,-111.972118,145 N Harrisville Rd,Ogden,UT,84404,US,+18016218700,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Paint Store,Building Supplies,Gardening,Grills,Hardware and Tools",,2020-03-21,2019-07-01,POLYGON
224-222@5qd-2gz-8d9,,Runway Fashion Exchange,"","",Clothing Stores,,4481,41.192747,-111.979982,4005 Riverdale Rd,South Ogden,UT,84405,US,+18013340555,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""13:00"", ""18:00""]] }","Thrift Store,Vintage,Women's Clothing",,,2019-07-01,POLYGON
224-223@5qd-3pv-4d9,,Game Haven,"","","Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120,40.883838,-111.887394,273 W 500 S,Bountiful,UT,84010,US,+18012983261,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""24:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",Toys,,,2019-07-01,POLYGON
224-224@5qd-2rp-qxq,,USA Vascular Centers,"","",Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,41.175918,-112.063939,3479 W 4800 S,Roy,UT,84067,US,+13853863698,,Vascular Medicine,,,2019-07-01,POLYGON
